"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"90 m²","","Đông","5 m","1,32 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Kẹt tiền bán gấp lô đất sổ sẵn khu đô thị Golden Center City 1 Mỹ Phước, Thành Phố Bến Cát, vay 70%","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-13-phuong-my-phuoc-prj-golden-center-city/-mat-tien-13-ngay-trung-tam-thi-xa-ben-cat-binh-ong-pr33481087","13 m"
"215 m²","","","","Thỏa thuận","","","","","","","","","","","BÁN VÀI NỀN KẾ BÊN QUẢNG TRƯỜNG - AEON MALL - TRUNG TÂM TP MỸ THO","https://batdongsan.com.vn/ban-dat-xa-dao-thanh/ban-vai-nen-ke-ben-quang-truong-aeon-mall-trung-tam-tp-my-tho-pr42661907",""
"100 m²","Bắc","Nam","","4,25 tỷ","","","","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng","","","","Bán căn hộ Valeo Đầm Sen 107m2 3PN 2WC, nhà NTCB giá 4.25 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trinh-dinh-trong-phuong-hoa-thanh-prj-valeo-dam-sen/ban-100m23pn-2wc-nha-ntcb-gia-4-25-ty-pr41283767",""
"24 m²","","","4 m","7 triệu/tháng","","","","Cơ bản","","3 phòng","4 phòng","4 tầng","Ở ngay","","(NHÀ THUÊ Q.TÂN PHÚ) - 1/ BÌNH LONG GẦN AEON - 4 TẦNG - XE HƠI ĐẬU CỬA - Ở NGAY","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-binh-long-phuong-tan-quy-2/-q-phu-1-gan-aeon-4-g-xe-hoi-dau-cua-o-ngay-pr42075574","4 m"
"75 m²","","","5 m","15 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","","","Bán Nhà Mặt Tiền - Đường NGUYỄN THẾ TRUYỆN, P. Tân Sơn Nhì, Q. Tân Phú. Nhà Đẹp 5 Tấm, Ngang 5met.","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-the-truyen-phuong-tan-son-nhi/ban-tien-p-q-phu-dep-5-tam-ngang-5met-pr42287909","24 m"
"185 m²","Đông","Đông","10 m","31,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","3 tầng","","","Mặt tiền KD vip, ngang 10m, đường trước 30m có vỉa hè 4m Nguyễn Thế Truyện, P. TSN, Q. Tân Phú","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-the-truyen-phuong-tan-son-nhi/-tien-kd-vip-ngang-10m-truoc-30m-co-via-he-4m-p-tsn-q-tanphu-pr42787128","30 m"
"139 m²","","","","7,2 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Bán gấp căn góc chung cư Sky Center,Quận Tân Bình.DT: 139m2,3PN giá 7.2ty.LH: 0901 319 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pho-quang-phuong-2-22-prj-sky-center/ban-gap-goc-quan-tan-binh-dt-139m2-3pn-gia-7-2ty-lh-pr42770549",""
"81 m²","","","4 m","9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán nhà gấp đường Cộng Hòa, phường 13, Tân Bình, DT 4x20m, CN 81m2, tặng GPXD 5 tấm chỉ 9 tỷ TL","https://batdongsan.com.vn/ban-nha-rieng-duong-cong-hoa-phuong-13-10/ban-gap-13-tan-binh-dt-4x20m-cn-81-m2-tang-gpxd-5-tam-chi-9-ty-tl-pr42737766","6 m"
"260 m²","","","10 m","130 triệu/tháng","","","","","","","","3 tầng","","","Cho thuê tòa nhà góc 2MT Lý Thường Kiệt, quận Tân Bình gần Bắc Hải","https://batdongsan.com.vn/cho-thue-nha-mat-pho-pho-ly-thuong-kiet-phuong-2-22/cho-toa-goc-2mt-quan-tan-binh-gan-bac-hai-pr41446422",""
"50 m²","","","","2,3 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","","","","Bán căn hộ Jamona City - 772 Đào Trí - Phường Phú Thuận - Q7 LH: 0922 799 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/ban-772-q7-lh-pr42926183",""
"37 m²","","","","2,7 tỷ","","","","","Hợp đồng chuyển nhượng","","","","","","Cần bán căn Officetel 37m2, CK 5%. Lãi suất 0% 18 tháng. Officetel 2 view PMH Landmark 81","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/-ban-officetel-37m2-ck-5-lai-suat-0-18-thang-officetel-2-view-pmh-landmark-81-pr42885211",""
"69 m²","","","","6 tỷ","","","","Full nội thất đẹp - sạch sẽ.","Có sổ.","2 phòng","2 phòng","","","","Chính chủ gửi bán căn 2PN - nội thất mới 100% chưa ai ở. LH em 0946 867 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/chinh-chu-gui-ban-2pn-that-moi-100-chua-ai-o-lh-em-0946-867-771-pr31511759",""
"501 m²","","","14 m","75 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","5 tầng","","","Nhà 5 tầng mặt tiền 485 Tô Ngọc Vân - DT 14 x 37m công nhận 1982m2 sàn - sẵn hđt 306 triệu/tháng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-ngoc-van-phuong-tam-phu/-5-tang-tien-485-dt-14-x-37m-cong-nhan-1982m2-san-san-hdt-306-trieu-thang-pr42921895","30 m"
"420 m²","","","16 m","250 triệu/tháng","","","","","","","","3 tầng","","","Cực hiếm! Cho thuê nhà mặt phố Trương Định 420m2 x 3T MT 16m, thông sàn, vỉa hè rộng","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-truong-dinh-phuong-tan-mai-2/cuc-hiem-cho-420m2-x-3t-mt-16m-thong-san-via-he-rong-pr39186348",""
"57 m²","","","","9 tỷ","","","","","","1 phòng","1 phòng","","","","Chính chủ gửi bán căn hộ 1PN, DT 57m2, giá 9 tỷ LH: 0987 709 *** Mr Hùng","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lieu-giai-phuong-ngoc-khanh-prj-vinhomes-metropolis-lieu-giai/chinh-chu-gui-ban-1pn-dt-57m2-gia-5-8-ty-lh-mr-hung-pr38749763",""
"100 m²","","","","4 tỷ","","","","","","","","","","","Bán 1 lô đất đẹp nằm trên đường An Lạc Bắc Cường","https://batdongsan.com.vn/ban-dat-phuong-bac-cuong/ban-1-lo-dep-nam-tren-duong-an-lac-cuong-pr42832982",""
"85 m²","","","","7,09 tỷ","","","","","Đang chờ sổ","4 phòng","4 phòng","3 tầng","","","Cực sốc! Biệt thự, nhà phố Meadow - Giá F0 trực tiếp CĐT. CK cao nhất. Booking 100tr có hoàn lại","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-van-giau-xa-vinh-loc-b-prj-the-meadow-binh-chanh/hot-pho-gia-f0-truc-tiep-cdt-ck-cao-t-booking-100tr-co-hoan-lai-pr42725832",""
"70 m²","","","","2,65 tỷ","","","","Đầy đủ","Hợp đồng mua bán","3 phòng","2 phòng","","","","Thiện chí bán gấp căn hộ SaigonHomes, 70m2, 3PN 2WC, nhà đẹp, có nội thất, giá mềm. LH: 0769 692 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huong-lo-2-phuong-binh-tri-dong-a-prj-saigonhomes/thien-chi-ban-gap-saigonmes-70m2-3pn-2wc-nha-dep-co-noi-that-gia-mem-lh-pr42619030",""
"90 m²","Tây - Bắc","Tây - Bắc","6 m","17,5 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","5 tầng","","","Giảm giá sốc! Nhà liền kề 90m2/ MT 6m / Nhà thô 5 tầng hoàn thiện mặt ngoài. Trung tâm Gia Lâm","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-trau-quy-prj-du-an-thuan-an/giam-gia-soc-90m2-mt-6m-tho-5-tang-hoan-thien-mat-ngoai-trung-tam-gia-lam-pr42925671","11 m"
"95 m²","Tây - Nam","Đông - Bắc","","4,1 tỷ","","","","Đầy đủ","Hợp đồng mua bán","3 phòng","2 phòng","","","","Hàng hot bán CC 3PN, 2WC, 95m2 tại Tháp Doanh Nhân Tower, Hà Đông, 4,1 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-binh-phuong-mo-lao-prj-thap-doanh-nhan-tower/hang-hot-ban-cc-3pn-2wc-95m2-tai-ha-dong-4-1-ty-pr42758267",""
"130 m²","Bắc","Nam","","120 triệu/m²","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","CC bán căn 3PN view hồ điều hòa tòa N01T8 - Khu Ngoại Giao Đoàn - LH 0924 691 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-tao-prj-n01-t8-ngoai-giao-doan/cc-ban-4-pn-toa-n01t8-khu-lh-pr40992237",""
"390 m²","","","9,7 m","3,88 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","","","","390m2 mặt tiền Nguyễn Văn Linh BĐS dòng tiền 4 phòng trọ và 1 mặt bằng cho thuê chỉ 3tỷ88","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-linh-phuong-phu-my_1/390m2-tien-bds-dong-tien-4-phong-tro-va-1-bang-cho-thue-chi-3ty880-pr42907838","30 m"
"40 m²","","","","3,43 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","3 phòng","2 tầng","","","2 tầng đẹp lung linh tặng nội thất đường xe hơi thị trấn Nhà Bè, Huỳnh Tấn Phát giá 3 tỷ nhỉnh","https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/2-g-dep-lung-linh-g-full-noi-that-xe-hoi-gia-3-ty-nhinh-pr42117822",""
"94 m²","","","","4 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","","","chủ cần bán gấp nhà hẻm đường phạm hùng nối dài,xã phước lộc, huyện nhà bè","https://batdongsan.com.vn/ban-nha-rieng-duong-pham-hung-xa-phuoc-loc-3/chu-can-ban-gap-hem-noi-dai-huyen-be-pr42456608","6 m"
"48 m²","","","","2,7 tỷ","","","","Đầy đủ","","1 phòng","1 phòng","","","","Bán CC Sky Center, 2,7 tỷ, 48m2, view đẹp, Phổ Quang, P2, Tân Bình, HCM","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pho-quang-phuong-2-22-prj-sky-center/ban-cc-2-7-ty-48m2-view-dep-p2-tan-binh-hcm-pr42830439",""
"49,3 m²","","","3,5 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","","","Chị Thu cần bán nhà Hoàng Việt P4 Q. Tân Bình DT 49.3m2, đang cho thuê 10tr/tháng","https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-viet-phuong-4-20/chi-thu-can-ban-p4-q-tan-binh-dt-49-3m2-gia-2ty370tr-dang-cho-thue-10tr-thang-pr41809278","6 m"
"89 m²","","","6 m","23 tỷ","","","","","","","","","","","Siêu phẩm MT Lê Bình - 23 tỷ (6x18m - 1 Hầm 7 Tầng - Thang máy) - HĐ Thuê 120tr/tháng cần bán gấp!","https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-binh-phuong-4-20/sieu-pham-mt-23-ty-6x18m-1-ham-7-tang-thang-may-hd-thue-120tr-thang-can-ban-gap-pr42113957","20 m"
"219 m²","","","","4,6 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ bán nền sát bên Vinhomes gần đường 3/2","https://batdongsan.com.vn/ban-dat-duong-bui-tre-thi-tran-hau-nghia/ban-tai-4-599-ty-219m2-view-dep-phap-ly-day-du-pr42542034","13 m"
"187,5 m²","","","7,5 m","7,6 tỷ","","","","","Có sổ","","","","","","Bán đất mặt tiền đường Phan Văn Thuật, Liên Chiểu, Đà Nẵng, LH 0934 888 ***","https://batdongsan.com.vn/ban-dat-duong-phan-van-thuat-phuong-hoa-khanh-bac/ban-mat-tien-lien-chieu-da-nang-lh-pr42901998",""
"52 m²","","","","6,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","2 tầng","","","Đường nhựa 8m có lề thông khu Tô Hiệu, Phường Tân Thới Hòa DT 4*13m 2.5 tấm giá 6.5 tỷ TL","https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-thoi-hoa/duong-nhua-8m-co-le-thong-khu-to-hieu-dt-413m-2-5-tam-gia-6-5-ty-tl-pr42923371","8 m"
"160 m²","","","","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","36 phòng","","6 tầng","","","Bán CHDV mặt tiền khu Tô Hiệu Tân Phú - Hoà Bình - Cây Keo - 7 tầng BTCT - hầm xe - thang máy 8x20m","https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-hieu-phuong-hiep-tan/ban-chdv-tien-khu-phu-hoa-binh-cay-keo-7-g-btct-ham-xe-thang-may-8x20-pr42473203?source=ad&adid=2987279",""
"125 m²","","","","8,7 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Hẻm XH 6m Đường Trần Quang Cơ, Phường Phú Thạnh, DT 5x26m cấp 4 giá 8.7 tỷ TL","https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quang-co-phuong-phu-thanh/hem-xh-6m-dt-5x26m-cap-4-gia-9-ty-tl-pr42155252","6 m"
"99 m²","","","6 m","3,05 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất nền 99m2 tại Đường 30/6, Ninh Tiến, Ninh Bình, giá 3,05 tỷ, view đẹp, nhiều tiện ích","https://batdongsan.com.vn/ban-dat-duong-30-6-xa-ninh-tien/ban-nen-99m2-tai-30-6-binh-gia-3-05-ty-view-dep-nhieu-ich-pr42470012","15 m"
"423.000 m²","","","","897 nghìn/m²","","","","","","","","","","","X866. Cho thuê đất trong cụm công nghiệp Gia Phú, Ninh Bình giá siêu rẻ 897.000đ/m2/th","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-phuong-ninh-phong/x866-cho-trong-cum-cong-nghiep-gia-phu-binh-gia-sieu-re-39-pr40353966",""
"15.000 m²","","","","20 nghìn/m²","","","","","","","","","","","X1046. Cho thuê kho xưởng trong KCN tỉnh Ninh Bình 6.384m2 TBA 800kva giá 20k/m2/tháng","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-phuong-bich-dao/x1046-cho-trong-kcn-tinh-ninh-binh-6-384m2-tba-800kva-gia-20k-m2-thang-pr40693036",""
"100 m²","","Đông - Bắc","5 m","7,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","1 tầng","","","Cần bán nhà mặt tiền đường 836 ngang 5x20m giá 7,8tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-836-phuong-phu-huu-2/-cap-4-836-ngang-5x20m-gia-7-6ty-pr39134944","12 m"
"58,67 m²","","","","3,3 tỷ","","","","Đầy đủ","Hợp đồng mua bán","1 phòng","1 phòng","","","","Bán căn hộ Sky Center 58,67m2 = 3.3tỷ, 69m2 = 3.8 tỷ bao thuế phí sang tên. Cam kết ko đăng giá ảo","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pho-quang-phuong-2-22-prj-sky-center/ban-gia-tu-1-910-ty-bao-thue-phi-sang-ten-giao-dich-truc-tiep-tai-cdt-hung-thinh-pr40122088",""
"85 m²","Đông - Nam","Tây - Bắc","","5,5 tỷ","","","","Nội thất cao cấp nhập ngoại: Sàn, trần thạch cao, thiết bị vệ sinh đầy đủ, vách tắm kính, tủ lavabo, nóng lạnh, hệ thống bếp, tủ bếp, hút mùi, chuông cửa hình, khóa từ... Nội thất cao cấp nhập ngoại:","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Cần bán căn hộ 2PN nội thất cao cấp BC hướng ĐN, nhận nhà ở ngay tại CC One 18 298 Ngọc Lâm","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-lam-phuong-ngoc-lam-2-prj-one-18-ngoc-lam/-ban-3pn-noi-that-cao-cap-bc-huong-dn-nhan-nha-o-ngay-tai-cc-18-298-lam-pr41733801",""
"65 m²","","","","4,28 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Chính chủ bán căn hộ 2 ngủ 65m2, tầng trung, đầy đủ nội thất, view nội khu cực đẹp","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tran-phu-7-prj-gamuda-gardens/chinh-chu-ban-2-ngu-65m-tang-trung-day-du-noi-that-view-noi-khu-cuc-dep-pr42491131",""
"46 m²","","","","790 triệu","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","","","","Cần bán gấp căn 2PN, 46m2. Ngay thành phố Mỹ Tho","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trung-truc-phuong-3-4-prj-victoria-premium/-ban-gap-2pn-46m-ngay-thanh-pho-my-tho-pr42923228",""
"493,1 m²","","","","130 tỷ","","","","","Có sổ","","","","","","TOÀ NHÀ 8 LẦU GÓC 2 MẶT TIỀN ĐƯỜNG CMT8, P.AN HOÀ, Q.NINH KIỀU, CẦN THƠ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-an-hoa-2/toa-8-lau-goc-2-tien-cmt8-p-q-ninh-kieu-c-tho-pr42838409",""
"359,7 m²","Đông - Bắc","Đông - Bắc","6 m","14,5 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng","15 phòng","15 phòng","1 tầng","","","Mặt tiền Mậu Thân nối dài (đường Lò Nhôm) P. An Hoà, Ninh Kiều, Tp Cần Thơ, có 14.5 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-lo-nhom-phuong-an-hoa-2/-tien-mau-th-noi-dai-p-q-ninh-kieu-tp-c-tho-co-15-mini-houses-pr41794838","20 m"
"35 m²","","","","7,99 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","4 tầng","","","Bán nhà Hồ Đầm Tròn 135 Đội Cấn, sát Lăng Bác, công viên Bách Thảo nhà mới tinh xem là chốt ngay!","https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-ha-phuong-ngoc-ha/ban-tai-ba-dinh-noi-7-99-ty-35-m2-gia-sieu-hoi-xem-la-chot-pr42831275?source=ad&adid=2997382","3 m"
"80 m²","","","5 m","53,5 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","6 phòng","6 phòng","6 tầng","","","Bán nhà mặt phố kim mã ba đình hà nội","https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-giang-vo/ban-ba-dinh-ha-noi-pr42280757","40 m"
"65 m²","","","","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","MỞ BÁN SHOP CHÂN ĐẾ LUMIERE EVERGREEN SMART CITY VỊ TRÍ ĐẮC ĐỊA VỐN BỎ RA CHỈ 20% CHO THUÊ 1TR/M2","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-lumiere-evergreen/-ban-shop-chan-de-smart-city-vi-tri-dac-dia-von-bo-ra-chi-20-cho-thue-1tr-m2-pr42872016",""
"131 m²","Đông - Bắc","","","9,3 tỷ","","","","Cơ bản","Hợp đồng mua bán","3 phòng","2 phòng","","","","Chính chủ bán căn hộ tầng trung tòa Kim Khí Thăng Long LH 0975 535 *** (Call, Zalo, SMS)","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-yen-phuong-bach-dang-prj-tmc-tower/chinh-chu-ban-tang-trung-toa-kim-khi-thang-long-lh-pr41826514",""
"54 m²","","","4 m","12,5 tỷ","","","","Full nội thất.","Sổ đỏ/ Sổ hồng","","","4 tầng","","","Tôi chủ nhà bán nhà mặt ngõ Đại La 54m2 4 tầng. Nhà đẹp full nội thất. 3 mặt thoáng. Cách MP 20m","https://batdongsan.com.vn/ban-nha-rieng-pho-dai-la-phuong-bach-khoa/toi-chu-ban-mat-ngo-54m-4-tang-dep-fruff-noi-that-3-mat-thoang-cach-mp-20m-pr42926452",""
"74,68 m²","Tây - Nam","","","70 triệu/m²","","","","Cơ bản","GPXD","2 phòng","2 phòng","","","","Essensia Sky - Nam SG - 20% ký HĐMB trong T5/2025, hoàn thiện, đã lên tầng 2 - LH: 0767 506 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-essensia-sky/pkd-cdt-nhan-booking-du-an-hot-nhat-nam-sg-tt-sieu-hap-dan-lh-pr41122964?source=ad&adid=2667947",""
"60 m²","Tây - Nam","Tây - Nam","4 m","Thỏa thuận","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","1 tầng","","","Bán nhà riêng tại Lê Văn Lương, Nhà Bè, 60m2 view đẹp, giá tốt","https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-luong-xa-nhon-duc/ban-tai-be-1-2-ty-60m2-view-dep-gia-tot-pr42907711","5 m"
"120 m²","","","","9,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Tôi là chính chủ căn green valley , 3 phòng , 120 m, Phú Mỹ Hưng , tôi cần bán giá 9,8 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/toi-la-chinh-chu-3-phong-120-m-my-hung-toi-ban-gia-9-8-ty-pr42582010",""
"50 m²","","","4,5 m","15 triệu/tháng","","","","Có nội thất.","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","","","Nhà nguyên căn hẻm 65 Mai Văn Vĩnh 2 lầu 4PN 5WC 4 máy lạnh có nội thất","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-mai-van-vinh-phuong-tan-quy/-nguyen-can-hem-65-2lau-4pn-5wc-4-may-lanh-co-noi-that-pr41579262","3 m"
"138,7 m²","","Đông - Nam","5 m","2,4 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Đất phường An Thạnh, 5x27.7m, đường xe hơi giá bán chỉ 2 tỷ 400tr","https://batdongsan.com.vn/ban-dat-duong-thanh-quy-phuong-an-thanh/-5x27m2-xe-hoi-gia-b-chi-2-ty-200tr-pr42018476","3,6 m"
"51 m²","","","4,4 m","7,2 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","5 tầng","","","Siêu phẩm Đình Thôn 51m2, 7,2 tỷ. Ô tô đỗ cửa. Nhà 6 tầng lô góc 9 pkK cho thuê","https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-thon-phuong-my-dinh-1/sieu-pham-51m-7-2-ty-oto-do-cua-6-tang-lo-goc-9-pkk-cho-thue-pr42731182","4 m"
"61,5 m²","","","","1,7 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán căn hộ The Habitat Binh Duong ngay Aeon, 1,7tỷ, 61.5m2, 2PN, 2WC, nội thất đầy đủ LH 0896 998 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-huu-nghi-phuong-binh-hoa-prj-the-habitat-binh-duong/ban-ngay-aeon-1-7ty-61-2m2-2pn-2wc-noi-that-day-du-lh-pr42677845",""
"437,4 m²","Đông - Nam","Đông - Nam","10 m","25 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","5 tầng","","","Hạ thêm 5 tỷ - bán gấp tòa nhà văn phòng mặt tiền Thủ Khoa Huân - TP Thuận An","https://batdongsan.com.vn/ban-nha-mat-pho-duong-thu-khoa-huan-phuong-thuan-giao/ha-them-5-ty-ban-gap-toa-van-phong-tien-tp-an-an-pr42372191","20 m"
"160 m²","","","8,2 m","29 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","1 tầng","","","Hạ giá bán gấp miếng đất trống 2MT Bành văn Trân, P7, Q.Tân bình; 8,2x27m; giá chỉ 29 tỷ TL","https://batdongsan.com.vn/ban-nha-mat-pho-duong-banh-van-tran-phuong-7-12/ha-gia-ban-gap-mieng-dat-trong-2mt-p7-q-tan-binh-8-2x27m-gia-chi-29-ty-tl-pr42923777","12 m"
"85 m²","Tây - Bắc","Đông - Nam","","2,7 tỷ","","","","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng","","","","Bán căn hộ chung cư Riverside Tower, 2,7 tỷ, 85m2, 2PN, 2WC tại Thanh Đàm, Hoàng Mai, HN giá tốt","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-thanh-dam-phuong-thanh-tri-prj-riverside-tower/ban-2-7-ty-85m2-2pn-2wc-tai-ang-mai-hn-gia-tot-pr42434835",""
"119 m²","","","6,2 m","Thỏa thuận","","","","","Có sổ","","","","","","Bán đất Ngô Quyền DT 119m2 rộng 6,2m kinh doanh tốt. Lh em Nga 0912 026 ***","https://batdongsan.com.vn/ban-dat-duong-ngo-quyen-phuong-thanh-binh-11/ban-dt119m-rong-6-2m-kinh-doanh-tot-lh-e-nga-pr42461704",""
"70 m²","","","","71,8 triệu/m²","","","","* Tiêu chuẩn bàn giao. - Điều hòa âm trần hiện đại. - Full thiết bị bếp: Tủ bếp trên, tủ bếp dưới, bếp từ, hút mùi. - Full sàn gỗ, thiết bị chiếu sáng. - Tường trần thạch cao. - Thiết bị vệ sinh đầy đ","Hợp đồng mua bán.","2 phòng","2 phòng","","","","Căn hộ cao cấp Victoria Vin Smart 70m2 2PN+,căn góc giá sốc lỗ 50triệu, 3 tầng để xe, ck tới 15.8%","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-victoria-vinhomes-smart-city/-cao-cap-2pn-goc-gia-soc-cat-lo-50-trieu-3-tang-de-xe-chiet-khau-toi-15-8-pr42083995",""
"115,1 m²","","","","Thỏa thuận","","","","","","","","","","","Độc quyền giỏ hàng căn 3PN trục CH17 - 116m2 ôm trọn công viên 14ha của Matrix One GD2 - mua là lãi","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/doc-quyen-gio-hang-3pn-truc-ch17-116m2-om-tron-cong-vien-14ha-cua-gd2-mua-la-lai-pr42738469?source=ad&adid=2995938",""
"82 m²","","","","27,5 tỷ","","","","","","","","","","","BÁN NHÀ YÊN LẠC_80m2_MT 6,5m_NỞ HẬU_ NGÕ THÔNG_Ô TÔ VÀO NHÀ_THANG MÁY XỊN SÒ_GIÁ 27.5TỶ","https://batdongsan.com.vn/ban-nha-rieng-phuong-vinh-tuy/ban-yen-lac-80m2-mt-6-5m-no-hau-ngo-thong-o-to-vao-thang-may-xin-so-gia-27-5ty-pr42877312",""
"238 m²","Đông - Nam","Đông - Nam","6,5 m","12 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","2 tầng","","","6 Yết Kiêu, Long Xuyên - DT: 6m x 20m - Mẫn dễ thương","https://batdongsan.com.vn/ban-nha-mat-pho-duong-yet-kieu-phuong-my-binh-2/6-long-xuyen-dt-6m-x-20m-man-de-thuong-pr42139987","7 m"
